id,name,city_code,country_code,
26593,Cabrera,59750,DO,
26594,Tsukuba,55887,JP,
26595,Ermatingen,13323,CH,
26596,"Detroit,Oregon",58279,US,
26597,Poindimié,60475,NC,
26598,Gunma,36974,JP,
26599,Konyaalti,58758,TR,
26600,Campos do Jordão,32689,BR,
26601,Yufu,60368,JP,
26602,Jachenau,57524,DE,
26603,Yate,60476,NC,
26604,Wietmarschen,61451,DE,
26605,Pouembout,60477,NC,
26606,"Lorton,Virginia",34802,US,
26607,Vernet Les Bains,19661,FR,
26608,Vremde,63148,BE,
26609,Pakbeng,55900,LA,
26610,Kakamega,60369,KE,
26611,"Hogansburg,New York",41354,US,
26612,La Foa,60478,NC,
26613,San Roque,9751,ES,
26614,"Chatham,Ontario",32697,CA,
26615,Damnoni,55992,GR,
26616,"Fogelsville,Pennsylvania",56658,US,
26617,Boulouparis,60480,NC,
26618,Jübek,58205,DE,
26619,Gomel,22679,BY,
26620,Klaus,62513,AT,
26621,Teramo,7872,IT,
26622,Mahiljou,57604,BY,
26623,Mathews Mountain Range,60372,KE,
26624,Triesenberg,14427,LI,
26625,Jongny,61907,CH,
26626,Garapan,69818,MP,
26627,Alleyras,21376,FR,
26628,Corsier-sur-Vevey,64871,CH,
26629,"Montpelier,Vermont",35025,US,
26630,Blonay,64872,CH,
26631,Corseaux,64873,CH,
26632,"Albany,New Hampshire",58188,US,
26633,Ripa Teatina,63363,IT,
26634,"Towanda,Pennsylvania",58759,US,
26635,Trjawna,59327,BG,
26636,"Diamondhead,Mississippi",33988,US,
26637,Alcalà de Xivert,19812,ES,
26638,Grub,63407,CH,
26639,Valmontone,65025,IT,
26640,"Mission Viejo,California",34974,US,
26641,Banca,64276,FR,
26642,"Maple Creek,Saskatchewan",31821,CA,
26643,Larrau,47986,FR,
26644,Alleins,15107,FR,
26645,Struan,23156,UK,
26646,San Prospero,54184,IT,
26647,Pavilosta,60481,LV,
26648,San Piero Patti,61413,IT,
26649,Nové Hamry,15676,CZ,
26650,San Salvo Marina,63009,IT,
26651,"Weaverville,California",36429,US,
26652,Ribera,19098,IT,
26653,Arqua Petrarca,35279,IT,
26654,Druif Beach,30913,AW,
26655,Mandaue City,61491,PH,
26656,Riefensberg,15152,AT,
26657,Havelberg,15485,DE,
26658,Barouk,60482,LB,
26659,"Laconia,New Hampshire",41517,US,
26660,Kélibia,57128,TN,
26661,Sandomierz,58760,PL,
26662,Marksuhl,15493,DE,
26663,Chassey-lès-Montbozon,60373,FR,
26664,Ninh Binh,55973,VN,
26665,Bierge,35683,ES,
26666,Eggerberg,65745,CH,
26667,Ganzlin,15440,DE,
26668,Augny,21501,FR,
26669,Hojby,16235,DK,
26670,Los Arenales del Sol,43293,ES,
26671,San Lorenzo al Mare,29311,IT,
26672,Tisvildeleje,16264,DK,
26673,Bacau,35316,RO,
26674,Ierissos,11958,GR,
26675,Kavaklidere,65296,TR,
26676,Miercurea-Ciuc,35349,RO,
26677,São Félix da Marinha,16543,PT,
26678,Chtaura,60126,LB,
26679,"Montara,California",58393,US,
26680,Batu Layar,60374,ID,
26681,San Carlos,56007,PA,
26682,Masaya,56011,NI,
26683,"Alma,Michigan",33582,US,
26684,Widecombe-in-the-Moor,61953,UK,
26685,"Beechworth,Victoria",21615,AU,
26686,Leppävirta,28463,FI,
26687,Pucisca,15006,HR,
26688,Bellevue,17569,CH,
26689,Hromnice,28646,CZ,
26690,Yabuli,43621,CN,
26691,Pantai Kok,1731,MY,
26692,Ratbor,28654,CZ,
26693,Ishigaki,33358,JP,
26694,Dugi Rat,42774,HR,
26695,Dargaville,57147,NZ,
26696,"Navasota,Texas",35596,US,
26697,Cotignola,63000,IT,
26698,"Biggera Waters,Queensland",21681,AU,
26699,Santa María Del Mar,41499,ES,
26700,"Alta,Utah",56946,US,
26701,Buena Vista,56030,MX,
26702,"Everglades National Park,Florida",4180,US,
26703,Cataviña,56157,MX,
26704,Sabha,28799,LY,
26705,Tepoztlán,56160,MX,
26706,Breville-Sur-Mer,28949,FR,
26707,Alzira,43201,ES,
26708,Quintanilla de Somoza,63171,ES,
26709,Queyrac,29014,FR,
26710,"Amagansett,New York",58189,US,
26711,Naha,31989,JP,
26712,Bourbon-Lancy,21759,FR,
26713,Argyrades,24882,GR,
26714,Waitomo,60483,NZ,
26715,Kratie,55890,KH,
26716,Allègre,29099,FR,
26717,"Piqua,Ohio",36051,US,
26718,Aisey-sur-Seine,29138,FR,
26719,Laissac,66950,FR,
26720,Vierumäki (Heinola),63742,FI,
26721,Épernon,64735,FR,
26722,Le Vauclin,55993,MQ,
26723,Leksand,40311,SE,
26724,Treuchtlingen,11987,DE,
26725,"Amenia,New York",58190,US,
26726,Kalvag,13164,NO,
26727,Valdeverdeja,41500,ES,
26728,Nago,63649,JP,
26729,Barnaul,29450,RU,
26730,Kanawa Island,58762,ID,
26731,Malabu,60484,NC,
26732,Ba,60629,FJ,
26733,Asilah,27565,MA,
26734,Kitulgala,60375,LK,
26735,Anyksciai,60486,LT,
26736,"Roanoke,Texas",36126,US,
26737,"East Hampton,New York",58280,US,
26738,Funäsdalen,13042,SE,
26739,Takapuna,56237,NZ,
26740,Insel Tavewa,60630,FJ,
26741,"Stanton,Texas",58838,US,
26742,Sorsele,54523,SE,
26743,Sebayur Island,58763,ID,
26744,Bruck an der Mur,21827,AT,
26745,Amparo,59247,BR,
26746,Sittard,54982,NL,
26747,Bedfordview,56264,ZA,
26748,Collio,55994,IT,
26749,Bruz,21832,FR,
26750,"Carlton,Victoria",27732,AU,
26751,Kosrae,60631,FM,
26752,Mangonui,56426,NZ,
26753,Fuentes de León,41508,ES,
26754,Millom,56591,UK,
26755,Saranda,29831,AL,
26756,"Wailuku,Hawaii",36433,US,
26757,St. Saturnin d'Apt,13788,FR,
26758,Cestas,21991,FR,
26759,"Eldon,Missouri",58281,US,
26760,Przno,54623,ME,
26761,Unterbäch,18833,CH,
26762,"Milford,New York",58839,US,
26763,Evolène,30035,CH,
26764,Liddes,65915,CH,
26765,Walawe Ganga,60487,LK,
26766,Herbriggen,18852,CH,
26767,Le Bono,37290,FR,
26768,"Port Orange,Florida",56755,US,
26769,Ried-Brig,30090,CH,
26770,Kizimkazi,56729,TZ,
26771,Ozzano Monferrato,63393,IT,
26772,Zeneggen,30095,CH,
26773,Cropredy,66977,UK,
26774,Alvaneu,18860,CH,
26775,Roncade,27802,IT,
26776,Winsford,51242,UK,
26777,Bree,30124,BE,
26778,Schuders,18861,CH,
26779,Karon Noi Beach,7306,TH,
26780,Mehamn,36543,NO,
26781,Hestheimar,59344,IS,
26782,"Elk Mountain,Wyoming",58282,US,
26783,Olivella,30211,ES,
26784,Vilters-Wangs,18864,CH,
26785,"Spring City,Utah",36561,US,
26786,Ovada,36573,IT,
26787,Izamal,56168,MX,
26788,Casas Del Monte,30221,ES,
26789,Châtillon-en-Michaille,22029,FR,
26790,Chevroux,18873,CH,
26791,Stoke Fleming,52906,UK,
26792,Syvros,60377,GR,
26793,Bokong,60573,LS,
26794,Vna,18876,CH,
26795,Jimena de la Frontera,30222,ES,
26796,Arboga,36795,SE,
26797,Puerto San Carlos,60378,MX,
26798,"Marquez,Texas",58840,US,
26799,Mulanje,36800,MW,
26800,Albertacce,60379,FR,
26801,Camerino,19133,IT,
26802,Ha Mohale,60574,LS,
26803,Magliano Sabina,36849,IT,
26804,Sarramea,60488,NC,
26805,Obersaxen,18884,CH,
26806,Villanova Mondovì,62923,IT,
26807,St. Gingolph,18894,CH,
26808,Navajas,30248,ES,
26809,Antey-Saint-André,19138,IT,
26810,"Clairmont,Alberta",22091,CA,
26811,Koné,60489,NC,
26812,"Chambers,Arizona",58634,US,
26813,Lanseria,57092,ZA,
26814,"Cold Lake,Alberta",22123,CA,
26815,Ballstad,18501,NO,
26816,Almogía,30445,ES,
26817,"Lead,South Dakota",58841,US,
26818,Mahajanga,31556,MG,
26819,Alt St. Johann,21384,CH,
26820,Conques,22152,FR,
26821,Chomutov,30749,CZ,
26822,"Ephrata,Washington",34092,US,
26823,Poum,58096,NC,
26824,"Robinson,Texas",58842,US,
26825,Aso,57356,JP,
26826,Isenthal,63260,CH,
26827,Tulln an der Donau,30916,AT,
26828,Bekal,55995,IN,
26829,Attinghausen,63261,CH,
26830,"Arnold,California",58191,US,
26831,Haslen,21441,CH,
26832,"Flesherton,Ontario",57957,CA,
26833,Schlatt,21442,CH,
26834,Hallormsstadur,36962,IS,
26835,Leggiuno,63001,IT,
26836,Biasca,21674,CH,
26837,"Delta,British Columbia",22265,CA,
26838,Samut Songkhram,57456,TH,
26839,Brigerbad,21801,CH,
26840,Fara Gera d'Adda,64952,IT,
26841,Maafushi,58882,MV,
26842,"Leonardtown,Maryland",58843,US,
26843,Les Paccots,63263,CH,
26844,Secunderabad,57458,IN,
26845,Innerleithen,23184,UK,
26846,Insel Marinduque,55940,PH,
26847,Treviglio,63010,IT,
26848,Mentana,19154,IT,
26849,Byske,55662,SE,
26850,"Ashford,Connecticut",58192,US,
26851,"Scottsville,Kentucky",58844,US,
26852,Fjällbacka,12943,SE,
26853,Granö,15247,SE,
26854,La Ferrière,64082,CH,
26855,Mardin,32235,TR,
26856,Fermo,19165,IT,
26857,"Slippery Rock,Pennsylvania",58845,US,
26858,Cassano d'Adda,63011,IT,
26859,Police,71953,PL,
26860,"Fort Sill,Oklahoma",58283,US,
26861,"Fort Saint John,British Columbia",6132,CA,
26862,"Fort Hood,Texas",58284,US,
26863,Boryspil,63729,UA,
26864,Doué-la-Fontaine,22313,FR,
26865,Toamasina,31561,MG,
26866,Bogis-Bossey,63264,CH,
26867,Chubinskoe,63708,UA,
26868,Chubu,36971,JP,
26869,Couvet,22190,CH,
26870,La Brévine,63265,CH,
26871,Bergama,40205,TR,
26872,Northern Tuli Game Reserve,60490,BW,
26873,"Eupora,Mississippi",58285,US,
26874,"New Haven,Missouri",58394,US,
26875,Trang,17543,TH,
26876,Batteaux Bay,7310,TT,
26877,Insel Högbonden,60380,SE,
26878,Oberägeri,63266,CH,
26879,"Winfield,Alabama",58846,US,
26880,"Drayton Valley,Alberta",22321,CA,
26881,"Hamilton,Victoria",32127,AU,
26882,Radolfzell am Bodensee,29960,DE,
26883,Oberiberg,63267,CH,
26884,Alba Iulia,37134,RO,
26885,Shakawe,56747,BW,
26886,Zizers,27874,CH,
26887,"Charleville,Queensland",32105,AU,
26888,Écully,22368,FR,
26889,Nieuw-Nickerie,56197,SR,
26890,Wahlwies,45461,DE,
26891,Cogorno,63395,IT,
26892,Frauenfeld,22576,CH,
26893,"Coonabarabran,New South Wales",22159,AU,
26894,"Eight Mile Plains,Queensland",22375,AU,
26895,Hüttlingen TG,63268,CH,
26896,"Eltham,Victoria",22385,AU,
26897,Dettighofen TG,63269,CH,
26898,"Daly Waters,Northern Territory",32096,AU,
26899,Impalila Island,43337,NA,
26900,Botosani,37138,RO,
26901,"Trenton,New Jersey",35463,US,
26902,Cerveteri,19176,IT,
26903,Buzau,37140,RO,
26904,Serowe,56746,BW,
26905,Curtea De Arges,37142,RO,
26906,"Redcliffe,Queensland",57979,AU,
26907,Deva,37143,RO,
26908,Arniston,52106,UK,
26909,Gavardo,60634,IT,
26910,Edremit,55749,TR,
26911,"Jacksboro,Texas",58847,US,
26912,Schweighausen,23975,DE,
26913,Essey-les-Nancy,22422,FR,
26914,"Middlebury,Indiana",56794,US,
26915,Dersau,34762,DE,
26916,Schönengrund,24141,CH,
26917,Collingwood,58022,NZ,
26918,Neuastenberg,24402,DE,
26919,Escazu,23033,CR,
26920,"Sheffield,Illinois",56789,US,
26921,"Fairfax,Vermont",58286,US,
26922,Kastav,29765,HR,
26923,Focsani,37144,RO,
26924,"Ash, Dover",24859,UK,
26925,Obrovac,37725,HR,
26926,Piatra Neamt,37150,RO,
26927,"Missouri City,Texas",58849,US,
26928,"Forster,New South Wales",22556,AU,
26929,Kariya,58090,JP,
26930,Tuulos,63801,FI,
26931,Karby,70196,DE,
26932,"Foster,Victoria",22562,AU,
26933,Balikesir,37179,TR,
26934,"Fairfield,Pennsylvania",41333,US,
26935,Matsusaka,58091,JP,
26936,"Mabank,Texas",58765,US,
26937,"Pawcatuck,Connecticut",58850,US,
26938,Modimolle,58106,ZA,
26939,"Fairmont,West Virginia",34118,US,
26940,"Mascoutah,Illinois",58851,US,
26941,"Hearst,Ontario",57958,CA,
26942,Kalloni,10482,GR,
26943,"Lytle,Texas",58766,US,
26944,Caucaia,1283,BR,
26945,Savuti,57427,BW,
26946,Canale (Piemont),57233,IT,
26947,Ramnicu Valcea,37154,RO,
26948,Muar,10486,MY,
26949,Torrenieri,57234,IT,
26950,"Avalon,New Jersey",56877,US,
26951,Owingen,24772,DE,
26952,Semporna,10526,MY,
26953,Strombeek-Bever,44636,BE,
26954,Vaslui,37159,RO,
26955,Zalau,37160,RO,
26956,Struga,54628,MK,
26957,Mooi River,59978,ZA,
26958,"Raymond,Illinois",58852,US,
26959,Behramkale,37180,TR,
26960,"Averill Park,New York",58194,US,
26961,Signal Hill,60381,TT,
26962,Grimbergen,22740,BE,
26963,Zhdeniyevo,59346,UA,
26964,Leutkirch im Allgäu,25107,DE,
26965,"Keyser,West Virginia",58853,US,
26966,Pangani,60382,TZ,
26967,"Grimsby,Ontario",22742,CA,
26968,"Nappanee,Indiana",58718,US,
26969,"Packwood,Washington",37201,US,
26970,Harrismith,37221,ZA,
26971,Jingjiang,65079,CN,
26972,"Centerville,Tennessee",58633,US,
26973,Schöppingen,25712,DE,
26974,Haruchas,60492,NA,
26975,Betul,58335,IN,
26976,Fionnay,25931,CH,
26977,Lào Cai,60383,VN,
26978,Moorbad Harbach,63949,AT,
26979,"Franklin,Texas",37602,US,
26980,Weitra,25956,AT,
26981,Benilloba,31366,ES,
26982,"Houston,British Columbia",57959,CA,
26983,Udupi,58347,IN,
26984,Assens,23457,DK,
26985,Rastenfeld,25957,AT,
26986,Mazamitla,58353,MX,
26987,"Hudson's Hope,British Columbia",60507,CA,
26988,"Menomonee Falls,Wisconsin",58854,US,
26989,"Don Valley,Victoria",63847,AU,
26990,Mlilwane Wildlife Sanctuary,60384,SZ,
26991,Huizen,33433,NL,
26992,"Anna Bay,New South Wales",60575,AU,
26993,"Bald Knob,Arkansas",58589,US,
26994,Avendorf,58287,DE,
26995,Herceghalom,57961,HU,
26996,"Fenwick Island,Delaware",58288,US,
26997,Nyika Nationalpark,56326,MW,
26998,Insel Jum,66980,TH,
26999,Dunakiliti,39709,HU,
27000,Chatan,62032,JP,
27001,"Hoppers Crossing,Victoria",65719,AU,
27002,"Sweet Springs,Missouri",56812,US,
27003,Monrovia,31544,LR,
27004,Morbegno,63926,IT,
27005,"Westmont,Illinois",36311,US,
27006,Soutpansberg,61356,ZA,
27007,Triesen,26173,LI,
27008,Hulhumalé Island,58881,MV,
27009,"Gothenburg,Nebraska",41670,US,
27010,Meppen,13320,DE,
27011,"Flemington,New Jersey",34145,US,
27012,Kei Mouth,37782,ZA,
27013,Xankendi,59347,AM,
27014,Bàscara,63137,ES,
27015,Mfue,40371,ZM,
27016,Mancora,59301,PE,
27017,"Florence,Colorado",56545,US,
27018,Båstad,37831,SE,
27019,La Cortinada,57916,AD,
27020,"Lakeville,New York",56853,US,
27021,"Florence,Indiana",20536,US,
27022,Klintehamn,37850,SE,
27023,Chaumont,63408,FR,
27024,"Florissant,Colorado",63976,US,
27025,Köpingsvik,37852,SE,
27026,Huerta,42777,ES,
27027,Magomadas,63012,IT,
27028,Clisson,50854,FR,
27029,Patergassen,35152,AT,
27030,"Grayslake,Illinois",58767,US,
27031,Alcalá la Real,42778,ES,
27032,Kini,57174,GR,
27033,"Dripping Springs,Texas",56920,US,
27034,Grengiols,27183,CH,
27035,Metepec (México),62064,MX,
27036,Mayens-de-Sion,27189,CH,
27037,Les Crosets,27192,CH,
27038,Gortipohl,27195,AT,
27039,Innishannon,12383,IE,
27040,Le Chable,27591,CH,
27041,Alcala del Valle,63172,ES,
27042,Les Hauderes,27600,CH,
27043,Rathcoole,60385,IE,
27044,Piçarras,66363,BR,
27045,"Haysville,Kansas",58855,US,
27046,"Forestburgh,New York",58289,US,
27047,"Barnstable,Massachusetts",56863,US,
27048,St-Ursanne,27601,CH,
27049,Winsen (Aller),38948,DE,
27050,"Norton,Kansas",58856,US,
27051,Boncourt,27602,CH,
27052,Sint-Maartensdijk,55192,NL,
27053,Mataelpino,62035,ES,
27054,Gaal,60387,AT,
27055,Port Harcourt,31609,NG,
27056,Saucelle,56019,ES,
27057,Gabès,31682,TN,
27058,"Waldo,Florida",58857,US,
27059,Ulongwe,57126,MW,
27060,Tachikawa,63720,JP,
27061,Formosa,31700,AR,
27062,"Green River,Utah",34298,US,
27063,Saint Neots,39840,UK,
27064,Maia,61346,PT,
27065,Tingsryd,28392,SE,
27066,Thyolo,60493,MW,
27067,Aqtau,39892,KZ,
27068,Noordoewer,56741,NA,
27069,Falköping,28417,SE,
27070,Mzuzu,60494,MW,
27071,Neunkirchen-Seelscheid,28088,DE,
27072,Río Gallegos,31704,AR,
27073,Quintanilla de Arriba,57489,ES,
27074,Syros,53047,GR,
27075,"Kiowa,Oklahoma",58859,US,
27076,Lipperswil,57235,CH,
27077,Saint-Lô,33038,FR,
27078,"Slave Lake,Alberta",31729,CA,
27079,Ponta do Ouro,57120,MZ,
27080,Vrahassi Lassithi,57433,GR,
27081,"Wawa,Ontario",31801,CA,
27082,Bilene,57118,MZ,
27083,Mundaka,47497,ES,
27084,"Emory,Texas",58768,US,
27085,Arpora,64199,IN,
27086,"Meadow Lake,Saskatchewan",31822,CA,
27087,Nampula,39942,MZ,
27088,Saignelégier,28728,CH,
27089,Mornico Losana,62882,IT,
27090,Pasto,31839,CO,
27091,Struckum,29537,DE,
27092,Holt/Norfolk,43547,UK,
27093,Artstetten,62077,AT,
27094,"Barrow,Alaska",31856,US,
27095,Port-au-Prince,23940,HT,
27096,Montagano,62883,IT,
27097,Reckingen,29751,CH,
27098,Ripalimosani,62884,IT,
27099,"Kotzebue,Alaska",31860,US,
27100,Sant'Angelo Limosano,62885,IT,
27101,Fermoselle,58120,ES,
27102,Eigeltingen,29959,DE,
27103,Castiglione delle Stiviere,53622,IT,
27104,Portici,54070,IT,
27105,Valverde,62810,IT,
27106,Brusson,63401,IT,
27107,Moncucco Torinese,63402,IT,
27108,Sirince,44015,TR,
27109,Montboucher-sur-Jabron,26401,FR,
27110,Hirugami Onsen,51297,JP,
27111,Häg-Ehrsberg,61240,DE,
27112,Sevran,36539,FR,
27113,Etroubles,40075,IT,
27114,Valongo,58769,PT,
27115,"Kapuskasing,Ontario",31795,CA,
27116,Brolo,21815,IT,
27117,Ferentino,59820,IT,
27118,Nontron,26641,FR,
27119,La Sage,30041,CH,
27120,Wiler-Lötschen,30092,CH,
27121,"Glendambo,South Australia",60496,AU,
27122,Roure,72018,IT,
27123,Törbel,30093,CH,
27124,Embd,30094,CH,
27125,"Gundagai,New South Wales",57036,AU,
27126,Mörel-Filet,30101,CH,
27127,Orbassano,40119,IT,
27128,Niedergörsdorf,62724,DE,
27129,Schönberg-Lachtal,27528,AT,
27130,Brück,30878,DE,
27131,Pralormo,62924,IT,
27132,Langenlebarn,63951,AT,
27133,Kelheim,31416,DE,
27134,"Blackheath,New South Wales",21698,AU,
27135,Rolle,44962,CH,
27136,Abtwil,32737,CH,
27137,Arriate,62899,ES,
27138,Saint-Geniès,29059,FR,
27139,Sandersdorf,48698,DE,
27140,Portogruaro,29081,IT,
27141,Verchaix,51536,FR,
27142,"Henley Brook,Western Australia",57057,AU,
27143,"The Vines,Western Australia",32653,AU,
27144,"Wolf Point,Montana",41231,US,
27145,Blowing Point Village,56043,AI,
27146,Belalp,30091,CH,
27147,Gambolò,63013,IT,
27148,"Seppeltsfield,South Australia",63821,AU,
27149,Coppet,63409,CH,
27150,La Pobla de Benifassà,47007,ES,
27151,"Moonambel,Victoria",63903,AU,
27152,Commugny,63410,CH,
27153,"Caddo Valley,Arkansas",58290,US,
27154,Morjim,65501,IN,
27155,"Mount Magnet,Western Australia",32142,AU,
27156,Gorgo al Monticano,65100,IT,
27157,"Havre de Grace,Maryland",56450,US,
27158,Duillier,63413,CH,
27159,Villegusien-le-Lac,48780,FR,
27160,Ruisbroek,60635,BE,
27161,Jausiers,30379,FR,
27162,Pfäffikon ZH,32759,CH,
27163,Augst,63414,CH,
27164,Agnieres-en-Devoluy,30380,FR,
27165,Saint-Maurice,32765,CH,
27166,Hakodate,31976,JP,
27167,Le Castellet,19476,FR,
27168,Lavey-les-Bains,63416,CH,
27169,"Hermann,Missouri",56806,US,
27170,"Lac La Biche,Alberta",57962,CA,
27171,Saratow,40275,RU,
27172,Almenno San Salvatore,62874,IT,
27173,Thielle-Wavre,32773,CH,
27174,Mapello,62875,IT,
27175,Mergui,26098,MM,
27176,Samatan,30496,FR,
27177,Praia Da Juréia,59441,BR,
27178,Charmouth,52713,UK,
27179,Gzira,59348,MT,
27180,Orio al Serio,60232,IT,
27181,Buckfastleigh,52699,UK,
27182,Stawropol,40277,RU,
27183,Ponte San Pietro,62876,IT,
27184,Koblach,63952,AT,
27185,Hohenems,34518,AT,
27186,Matsuyama,31982,JP,
27187,Zanica,62877,IT,
27188,Lustenau,34530,AT,
27189,"Agios Dimitrios, Pieria",65192,GR,
27190,Nivelles,37924,BE,
27191,Vue-des-Alpes,34663,CH,
27192,"Honesdale,Pennsylvania",58399,US,
27193,Morioka,31985,JP,
27194,Guillaumes,51392,FR,
27195,Timelkam,58861,AT,
27196,Uglitsch,40280,RU,
27197,Waltenhofen,35158,DE,
27198,Straelen,46017,DE,
27199,"Lévis,Quebec",32701,CA,
27200,Woronesch,40281,RU,
27201,Quickborn,35487,DE,
27202,Senden,35524,DE,
27203,Tyndrum,52245,UK,
27204,Guidonia Montecelio,19295,IT,
27205,Sendenhorst,35525,DE,
27206,"Lloydminster (Saskatchewan),Saskatchewan",31820,CA,
27207,Usakos,2639,NA,
27208,Bexleyheath,36612,UK,
27209,Aden,32008,YE,
27210,Kos,29349,GR,
27211,Barham,51189,UK,
27212,Lintig,37013,DE,
27213,Joschkar-Ola,40283,RU,
27214,Ahrenviölfeld,37014,DE,
27215,Poysdorf,37643,AT,
27216,Furth bei Göttweig,38050,AT,
27217,"Strathgordon,Tasmania",60497,AU,
27218,Langschlag,13960,AT,
27219,Trnava,40302,SK,
27220,Djursholm,62029,SE,
27221,Lerum,40318,SE,
27222,Rosendahl,61277,DE,
27223,Limnos,53073,GR,
27224,Progreso,40322,MX,
27225,"Maniwaki,Quebec",31811,CA,
27226,Novello,59816,IT,
27227,Santa Fe,32556,AR,
27228,Iwano-Frankiwsk,40348,UA,
27229,Ettenheim,38334,DE,
27230,Deniyaya,60636,LK,
27231,"Marathon,Ontario",39062,CA,
27232,"Kempsey,New South Wales",32580,AU,
27233,Bockhorn,15387,DE,
27234,Rheurdt,69507,DE,
27235,"Triabunna,Tasmania",60498,AU,
27236,Amlapura,21403,ID,
27237,Kamjanez-Podilskyj,40349,UA,
27238,Annunziata,53438,IT,
27239,Sancti-Spíritus,59349,ES,
27240,Dörphof,15401,DE,
27241,Nove,62878,IT,
27242,"Urunga,New South Wales",60499,AU,
27243,Tutuila Island,60558,AS,
27244,Poltawa,40352,UA,
27245,Castagnole delle Lanze,29308,IT,
27246,Rendsburg,15405,DE,
27247,"Winton,Queensland",32116,AU,
27248,Vereeniging,40370,ZA,
27249,"Brownsville,Vermont",40440,US,
27250,Staßfurt,38879,DE,
27251,"Weipa,Queensland",32114,AU,
27252,Fladungen,15526,DE,
27253,Albernoa,55999,PT,
27254,Necujam,18699,HR,
27255,Arbon,39128,CH,
27256,"Wyndham,Western Australia",32147,AU,
27257,Hopa,55744,TR,
27258,Liwa,25764,AE,
27259,Colne,60577,UK,
27260,Cacador,60500,BR,
27261,"Tumut,New South Wales",32657,AU,
27262,Marechal Deodoro,32688,BR,
27263,"Fortuna,California",34208,US,
27264,Diyarbakir,32213,TR,
27265,Sesto al Reghena,11997,IT,
27266,Glenfinnan,32258,UK,
27267,Teresópolis,32693,BR,
27268,Pola de Allande,63158,ES,
27269,"Lady Elliot Island,Queensland",64203,AU,
27270,Cotai,59845,CN,
27271,Bombarral,24346,PT,
27272,"Hamilton,Texas",40543,US,
27273,Eugi,63161,ES,
27274,"Hebbronville,Texas",40552,US,
27275,Mitilini,29408,GR,
27276,Porto Rafti,52969,GR,
27277,Saint Keverne,61086,UK,
27278,Cabeço de Vide,55439,PT,
27279,Pompignan,32337,FR,
27280,"Kenton,Ohio",51057,US,
27281,Warakapola,60637,LK,
27282,Parrita,32808,CR,
27283,Sainte-Anastasie,32338,FR,
27284,Cacabelos,62936,ES,
27285,Presidente Prudente,64565,BR,
27286,Trewoon,61955,UK,
27287,Glyfa Beach,61293,GR,
27288,Hérouville-Saint-Clair,32925,FR,
27289,Laguiole,32936,FR,
27290,"Benton,Illinois",40411,US,
27291,Pieve San Giovanni,29463,IT,
27292,"Brewer,Maine",71994,US,
27293,Le Bourget-du-Lac,32939,FR,
27294,Vari,33242,GR,
27295,Santa Cruz La Laguna,66856,GT,
27296,Atrani,29478,IT,
27297,Meulan,32975,FR,
27298,Havelock Island,32485,IN,
27299,türkisch Doyran,60228,MK,
27300,Meyrueis,32978,FR,
27301,Mutxamel,11060,ES,
27302,Ceresara,61601,IT,
27303,"Kiama,New South Wales",32582,AU,
27304,Mina Clavero,59383,AR,
27305,Uroa,20173,TZ,
27306,Posadas,27579,AR,
27307,Marmirolo,62984,IT,
27308,Cercal do Alentejo,47094,PT,
27309,"Mudgee,New South Wales",32603,AU,
27310,"Shandaken,New York",58199,US,
27311,Pegognaga,62985,IT,
27312,Saitama-shi,55885,JP,
27313,Chuo-ku,22076,JP,
27314,Mevagissey,52627,UK,
27315,Moret-sur-Loing,32988,FR,
27316,türk. Ustrumca,60638,MK,
27317,Cerese di Virgilio,62987,IT,
27318,Crediton,52726,UK,
27319,"Fruita,Colorado",34226,US,
27320,Pettineo,63002,IT,
27321,Pecatu,57915,ID,
27322,La Pomarède,33006,FR,
27323,"Argentia,Newfoundland and Labrador",57020,CA,
27324,Tusa,12270,IT,
27325,Cumnock,60578,UK,
27326,Bussigny,21862,CH,
27327,"Wilmot,Tasmania",58291,AU,
27328,Abha,19608,SA,
27329,Taoyuan,37197,TW,
27330,Kedonganan,55784,ID,
27331,Zâboric,12674,HR,
27332,"De Smet,South Dakota",40875,US,
27333,Temse,63153,BE,
27334,San Juan de Plan,57544,ES,
27335,Saint-Léonard-des-Bois,33037,FR,
27336,"Arichat,Nova Scotia",60503,CA,
27337,Saint-Marcel (Indre),65197,FR,
27338,"New Preston,Connecticut",7954,US,
27339,Oiso,58089,JP,
27340,Manebach,59548,DE,
27341,Höör,12856,SE,
27342,Ras Al Jinz,42781,OM,
27343,Laholm - Skummelöv,12892,SE,
27344,Klövedal,12939,SE,
27345,"Yadkinville,North Carolina",41234,US,
27346,Kinna,12968,SE,
27347,San Vicente del Raspeig,29638,ES,
27348,"Bluff,Utah",56947,US,
27349,"Cavendish,Prince Edward Island",36556,CA,
27350,Undenäs - Karlsborg,12970,SE,
27351,"Blue Ridge,Georgia",25780,US,
27352,Gstaad Saanen,3809,CH,
27353,"Churchill,Manitoba",49634,CA,
27354,Ödeshög,12979,SE,
27355,Kalamatiya,58201,LK,
27356,Cuba,56000,PT,
27357,"Upper Economy,Nova Scotia",63698,CA,
27358,Sidemen,55788,ID,
27359,"Fort Simpson,Northwest Territories",23535,CA,
27360,"Bokeelia,Florida",58202,US,
27361,"Bellingen,New South Wales",57033,AU,
27362,"Bird in Hand,Pennsylvania",41428,US,
27363,Amal,13013,SE,
27364,"Bonners Ferry,Idaho",33714,US,
27365,Rendang,61395,ID,
